Product_ID,Category_ID,Cost
1679443,1227,59.0
1679449,1311,5.0
1679477,1890,4.0
1680114,1227,43.0
1680344,2076,9.0
1680525,2058,9.0
1680548,2058,5.0
1680604,2076,14.0
1680605,2076,7.0
1680802,2068,9.0
1680804,2068,9.0
1680805,2068,9.0
1680806,2068,8.0
1680850,2068,6.0
1680851,2068,6.0
1680858,2058,12.0
1680859,2068,6.0
1680862,2068,6.0
1680863,2068,6.0
1680865,2068,6.0
1681120,1379,15.0
1681122,1379,20.0
1681123,1379,19.0
1681637,1621,5.0
1681639,1621,1.0
1681746,1882,2.0
1681814,2076,11.0
1681986,2067,4.0
1681987,2067,29.0
1682672,1323,6.0
1682832,2082,5.0
1682904,1828,3.0
1683822,1621,2.0
1683857,1621,2.0
1683958,1675,12.0
1684955,2047,4.0
1684991,1881,4.0
1684993,1881,6.0
1684995,1881,7.0
1684998,1881,8.0
1685000,1881,9.0
1685006,1881,4.0
1685007,1881,6.0
1685008,1881,7.0
1685009,1881,8.0
1685710,1227,113.0
1685804,1839,3.0
1686005,1832,4.0
1686006,2061,1.0
1686007,2061,2.0
1686008,2061,2.0
1686009,2061,2.0
1686549,1857,4.0
1686670,2076,9.0
1686971,1934,2.0
1688209,1246,5.0
1688521,1908,5.0
1689091,1694,3.0
1689283,1837,2.0
1689566,1467,11.0
1689997,1857,5.0
1690017,2076,14.0
1690441,2058,2.0
1690470,1611,7.0
1690593,1860,7.0
1691379,2053,18.0
1691421,2047,7.0
1691646,2059,5.0
1691652,2058,13.0
1691653,2058,13.0
1691656,1624,2.0
1691713,1467,8.0
1691869,1829,3.0
1691870,1829,3.0
1692385,1895,1.0
1692568,1618,3.0
1692765,1835,6.0
1693602,2058,3.0
1693938,2058,14.0
1694039,2044,4.0
1694305,2047,6.0
1694316,2017,16.0
1694716,1654,7.0
1694744,1904,2.0
1694750,2059,4.0
1694769,1654,11.0
1695185,1833,6.0
1695195,1650,34.0
1695206,1650,54.0
1695211,1650,38.0
1695212,1648,81.0
1695626,1837,3.0
1695661,1857,4.0
1695999,1832,3.0
1696069,2044,2.0
1696072,1920,18.0
1696176,1889,10.0
1696267,1927,1.0
1696374,2101,9.0
1696548,1934,3.0
1696612,1659,11.0
1696717,1367,79.0
1696729,1824,6.0
1696730,1824,4.0
1696958,1438,43.0
1697323,1940,4.0
1698816,1890,4.0
1698952,2097,9.0
1699001,1610,1.0
1699004,1610,1.0
1699192,1868,8.0
1699497,1874,1.0
1699563,2075,5.0
1699566,2048,1.0
1699967,1360,27.0
1700216,1817,21.0
1701012,2046,5.0
1701013,2046,5.0
1701015,2046,5.0
1701017,2046,5.0
1701161,1901,1.0
1701197,1336,8.0
1701293,1900,2.0
1701380,2040,8.0
1701424,2030,6.0
1701547,2088,8.0
1701548,2088,8.0
1701572,2076,22.0
1701861,1874,4.0
1701879,2058,5.0
1702126,2067,10.0
1702130,2067,33.0
1702136,2070,9.0
1702262,1930,16.0
1702343,1882,5.0
1702391,1533,2.0
1702633,1889,9.0
1703011,2072,30.0
1703014,2072,4.0
1703081,1830,12.0
1703084,1839,4.0
1703085,1930,2.0
1703087,1839,5.0
1703088,1839,10.0
1703104,2076,9.0
1703127,1884,4.0
1703407,2101,5.0
1703721,1839,17.0
1704085,1894,3.0
1704431,1689,1.0
1704794,1357,27.0
1705536,1469,6.0
1706013,1899,2.0
1706246,1377,46.0
1706348,1912,4.0
1706836,1379,9.0
1706840,1379,10.0
1706842,1379,10.0
1707127,1323,5.0
1707252,2076,21.0
1707525,1634,2.0
1707814,1689,2.0
1708017,1619,4.0
1708261,2030,15.0
1708428,1906,4.0
1708639,1903,2.0
1708802,1634,3.0
1708882,1876,2.0
1708886,2075,10.0
1708888,2075,17.0
1708933,1835,10.0
1709334,1909,6.0
1709505,2053,6.0
1709506,2053,6.0
1709635,2076,18.0
1709790,1857,3.0
1709959,2059,3.0
1710060,2041,17.0
1710061,2041,21.0
1710062,2041,3.0
1710064,2041,3.0
1710065,2041,3.0
1710066,2041,3.0
1710068,2041,8.0
1710097,1857,4.0
1710560,2041,6.0
1710933,1611,7.0
1710944,2022,4.0
1711078,1858,8.0
1711079,1858,4.0
1711097,1828,6.0
1711098,1828,3.0
1712068,2045,5.0
1712443,1838,4.0
1722187,1211,11.0
1723378,2090,10.0
1723404,2090,11.0
1723469,1879,3.0
1724269,2047,0.0
1724905,2008,9.0
1725027,2013,25.0
1725597,2079,18.0
1725605,2079,14.0
1725623,2079,20.0
1727956,2027,4.0
1727981,2027,4.0
1728080,2046,13.0
1728815,1619,18.0
1729341,2053,2.0
1730415,1620,3.0
1730945,1617,10.0
1731108,1440,19.0
1744274,1860,6.0
1744535,1894,4.0
1744603,1830,7.0
1744937,1830,6.0
1744938,1830,2.0
1744983,1692,3.0
1745021,1783,1.0
1745039,1829,3.0
1745926,1588,8.0
1745968,1588,14.0
1746605,1475,25.0
1746972,1906,2.0
1746974,1906,8.0
1748170,2058,5.0
1748317,2017,8.0
1749130,1831,9.0
1750432,1832,2.0
1750480,2072,6.0
1750764,1465,11.0
1752051,1390,27.0
1752066,1465,4.0
1752702,2072,8.0
1752703,2072,11.0
1752845,2058,2.0
1752989,1857,11.0
1753068,1901,2.0
1753187,1831,4.0
1753196,2044,14.0
1753327,1880,1.0
1753337,1379,38.0
1753364,2062,1.0
1753368,1874,1.0
1753628,1776,4.0
1753759,1906,2.0
1753850,1857,4.0
1753986,1837,2.0
1753996,1857,4.0
1754004,1906,3.0
1754013,1906,2.0
1754032,2075,9.0
1754033,2075,17.0
1754036,2075,8.0
1754038,2075,15.0
1754144,2058,8.0
1754292,1938,6.0
1754397,1682,2.0
1754401,1671,5.0
1754408,1653,51.0
1754632,1868,12.0
1754690,1509,6.0
1754702,1429,132.0
1754865,1357,19.0
1754919,1357,32.0
1754920,1357,16.0
1755288,2050,1.0
1755338,1525,22.0
1755351,2058,4.0
1755353,2058,10.0
1755362,2058,5.0
1755363,2058,5.0
1755688,1839,3.0
1755921,1920,8.0
1756555,1360,81.0
1756556,1360,54.0
1757337,1830,7.0
1757403,1860,4.0
1757559,2049,3.0
1757799,1905,3.0
1757822,1868,14.0
1757870,1631,8.0
1757876,1631,8.0
1758445,2049,2.0
1758446,2049,7.0
1758447,2049,3.0
1758448,2049,4.0
1758535,2050,4.0
1758769,1813,16.0
1759019,1323,16.0
1759035,1323,4.0
1759055,2076,11.0
1759081,2076,9.0
1759083,2088,8.0
1759086,2091,12.0
1759091,2075,14.0
1759348,1811,12.0
1759358,1857,5.0
1759359,1857,5.0
1759492,1896,10.0
1759494,1890,12.0
1759495,1890,12.0
1759705,1813,10.0
1759951,1509,6.0
1759957,1509,1.0
1759984,1509,5.0
1760050,1509,3.0
1760083,1509,3.0
1760137,1931,4.0
1760198,1509,4.0
1760360,1509,4.0
1760461,2031,8.0
1760634,1509,3.0
1760657,1509,5.0
1760661,1509,5.0
1761109,1498,2.0
1761110,1498,3.0
1761113,1498,4.0
1761128,1287,7.0
1761133,1469,57.0
1761235,2099,6.0
1761236,2099,5.0
1761237,2099,5.0
1761238,2099,6.0
1761270,2099,5.0
1761280,2099,5.0
1761283,2099,6.0
1761287,2099,5.0
1761323,1639,24.0
1761362,2099,5.0
1761364,2099,6.0
1761368,2099,5.0
1761375,2099,24.0
1761465,2040,3.0
1761522,1940,2.0
1761615,2049,2.0
1761622,1509,4.0
1761626,1509,5.0
1761629,2049,3.0
1761631,1509,2.0
1761641,1509,5.0
1761692,1509,2.0
1761763,2099,5.0
1761765,2099,5.0
1761778,1609,2.0
1761784,1509,9.0
1761958,2007,18.0
1762345,1379,23.0
1762356,2099,22.0
1762360,2099,23.0
1762362,2099,13.0
1762370,2099,22.0
1762374,2099,23.0
1762381,2099,22.0
1762446,2048,1.0
1762456,2048,2.0
1762459,2049,1.0
1762461,2049,1.0
1762462,2049,1.0
1762463,2049,1.0
1762464,2049,0.0
1762465,2049,1.0
1762466,2049,1.0
1762480,1602,3.0
1762482,1602,5.0
1762528,1627,3.0
1762529,1627,2.0
1762606,2099,8.0
1762713,1608,5.0
1762724,1474,22.0
1762737,1648,16.0
1762808,1311,3.0
1762874,1588,15.0
1763127,1474,5.0
1763181,1328,7.0
1763211,2049,0.0
1763279,1621,1.0
1763299,1474,26.0
1763315,2058,2.0
1763352,2053,0.0
1763381,1938,5.0
1763395,1873,1.0
1763500,1435,7.0
1763540,1435,7.0
1763602,1931,4.0
1763615,1588,4.0
1763644,1427,178.0
1763666,2050,16.0
1763743,1331,9.0
1763898,1379,19.0
1763899,1379,19.0
1763900,1379,31.0
1763911,1929,4.0
1763912,1930,3.0
1763916,1928,4.0
1763917,1928,4.0
1763919,1940,0.0
1764031,2051,3.0
1764036,2051,4.0
1764045,1938,3.0
1764115,1938,3.0
1764170,2049,1.0
1764189,2049,2.0
1764190,2049,2.0
1764191,2049,2.0
1764192,2049,2.0
1764193,2049,2.0
1764200,2058,14.0
1764220,1906,6.0
1764226,1906,3.0
1764229,1906,3.0
1764252,1938,5.0
1764253,1934,6.0
1764278,1938,2.0
1765320,2058,0.0
1765347,1898,0.0
1765505,2049,2.0
1765511,2049,2.0
1765512,2049,2.0
1765520,2049,2.0
1765528,2049,1.0
1765586,2059,5.0
1765639,2022,9.0
1766007,1654,16.0
1766047,1938,3.0
1766097,1938,2.0
1766102,1938,2.0
1766116,1938,6.0
1766209,1938,2.0
1766250,1868,10.0
1766261,1890,6.0
1766264,1879,0.0
1766266,1879,0.0
1766274,1933,1.0
1766289,1901,2.0
1766783,1906,7.0
1766807,2017,2.0
1767196,1377,59.0
1767789,1904,5.0
1767796,1613,3.0
1768084,1858,2.0
1768087,1828,5.0
1768094,1858,2.0
1768256,2068,12.0
1768257,2068,9.0
1768325,1653,40.0
1768475,1933,5.0
1768483,1933,4.0
1768486,1930,4.0
1768523,1928,2.0
1768524,1928,2.0
1768577,2079,21.0
1768679,1425,16.0
1768835,2075,11.0
1768886,1498,1.0
1768900,1933,3.0
1768977,1435,5.0
1769021,2075,11.0
1769414,1474,4.0
1769521,2053,2.0
1769542,2053,2.0
1769543,2053,2.0
1769609,2053,1.0
1769610,2053,1.0
1769627,2010,5.0
1769637,2049,2.0
1769697,2053,0.0
1769704,2053,2.0
1769710,2053,2.0
1769715,2053,2.0
1769718,2053,2.0
1769721,2053,0.0
1769732,2053,1.0
1769754,2049,1.0
1769755,2049,1.0
1769757,2049,1.0
1769758,2049,1.0
1770036,1896,2.0
1770068,1611,3.0
1770069,1375,12.0
1770071,1611,6.0
1770346,1498,1.0
1770362,1653,26.0
1770403,1653,30.0
1770567,1486,10.0
1770796,1474,11.0
1770799,1474,11.0
1770831,1873,1.0
1770833,1871,1.0
1770847,1873,1.0
1770859,1787,0.0
1770871,1498,1.0
1771015,1656,1.0
1771055,2068,6.0
1771061,2068,6.0
1771062,2068,6.0
1771064,2068,5.0
1771067,2068,6.0
1771587,1640,8.0
1771691,1234,5.0
1771710,1820,2.0
1771927,2033,5.0
1772031,2002,16.0
1772085,1843,16.0
1772113,1833,2.0
1772131,1489,38.0
1772183,2077,15.0
1772281,1931,4.0
1772678,1928,2.0
1773533,1610,2.0
1774276,2101,7.0
1774357,1903,4.0
1774463,1216,281.0
1774793,2059,7.0
1774920,1882,3.0
1774921,1882,3.0
1775371,1377,46.0
1775941,1350,32.0
1776026,2058,3.0
1776027,2058,5.0
1776028,2058,0.0
1776821,2075,14.0
1776904,1787,3.0
1776906,1787,3.0
1777339,1369,19.0
1777340,2047,3.0
1777518,1929,9.0
1777533,1827,1.0
1777536,1827,0.0
1778679,1894,3.0
1778972,1831,6.0
1779648,1927,2.0
1779652,1839,3.0
1781130,1379,52.0
1781509,1880,16.0
1782563,1620,6.0
1782593,1860,12.0
1784325,2007,2.0
1784326,2008,2.0
1784327,2008,2.0
1784328,2008,2.0
1784329,2010,2.0
1784330,2010,2.0
1784332,2010,3.0
1785470,1619,10.0
1785471,1619,12.0
1786544,1934,15.0
1786752,1839,10.0
1786913,1879,1.0
1786917,1874,2.0
1787016,2044,81.0
1787359,1379,21.0
1787592,1689,2.0
1787684,1344,1.0
1787694,1344,3.0
1787696,1344,1.0
1788330,2061,2.0
1788929,1461,15.0
1788980,1880,1.0
1788983,1880,1.0
1789028,1933,1.0
1789311,2059,3.0
1789312,2059,2.0
1789523,2091,5.0
1789524,2091,6.0
1789583,1624,3.0
1789673,2049,5.0
1789692,1868,11.0
1789701,2049,1.0
1789702,2049,3.0
1789703,2049,2.0
1789704,2049,2.0
1789904,1824,3.0
1790145,2088,7.0
1790153,2091,4.0
1790157,2091,2.0
1790160,2091,1.0
1790347,1896,4.0
1790501,2047,6.0
1790502,2047,6.0
1790772,1933,2.0
1790899,2088,8.0
1791265,2049,2.0
1791268,2027,2.0
1791295,2017,5.0
1791363,2088,1.0
1791631,1905,3.0
1792063,1669,8.0
1792074,1906,3.0
1792105,2075,10.0
1792186,1930,2.0
1792315,1320,5.0
1793316,1379,16.0
1793319,1379,11.0
1793470,1379,28.0
1793623,2075,12.0
1793683,1906,12.0
1793730,2038,4.0
1793735,2038,3.0
1793748,1934,14.0
1793753,2099,5.0
1793820,1323,11.0
1794266,1653,57.0
1794425,2099,24.0
1794495,2076,13.0
1794656,2053,3.0
1794927,1906,7.0
1794930,1906,3.0
1795054,2059,4.0
1795465,1931,3.0
1796240,1379,11.0
1796311,1564,4.0
1796614,2051,2.0
1796966,2051,1.0
1797000,2051,1.0
1797198,2050,9.0
1797444,2097,7.0
1797985,1876,1.0
1797996,1879,1.0
1798308,1858,3.0
1799054,2017,2.0
1799141,1207,12.0
1799294,1631,6.0
1799336,1782,1.0
1799357,1379,25.0
1799358,1379,19.0
1799625,1828,7.0
1799657,1442,3.0
1799884,1817,20.0
1800257,1379,16.0
1800296,2076,12.0
1800302,2076,32.0
1800312,2076,17.0
1800314,2076,7.0
1800642,1379,9.0
1800654,1379,26.0
1800757,1837,2.0
1801479,1379,18.0
1801483,1379,21.0
1801826,2043,148.0
1801827,2043,54.0
1802583,1827,1.0
1802587,1379,44.0
1802699,1377,76.0
1802700,1371,89.0
1802799,1828,4.0
1802800,1828,4.0
1802801,1828,4.0
1802865,1838,4.0
1803097,1906,2.0
1803131,1906,14.0
1803139,1906,5.0
1803155,1906,15.0
1803640,1631,8.0
1803641,1631,11.0
1803963,1671,2.0
1803964,1671,2.0
1804022,2041,18.0
1804115,1858,6.0
1804426,1830,4.0
1804499,1377,126.0
1804500,1377,179.0
1804502,1377,179.0
1804504,1377,179.0
1804981,2040,12.0
1805015,2040,3.0
1805070,1377,113.0
1805625,1831,3.0
1805630,1827,4.0
1805636,1838,3.0
1805637,1838,3.0
1805638,1828,2.0
1805639,1828,2.0
1805640,1833,5.0
1806139,1883,3.0
1806234,1624,3.0
1806236,1624,3.0
1806756,2031,7.0
1806766,1843,27.0
1806833,1379,36.0
1806879,1359,8.0
1806880,1359,10.0
1806898,1940,7.0
1807348,1390,23.0
1807680,2050,2.0
1808289,2032,21.0
1808485,1379,39.0
1808524,1379,35.0
1808525,1379,20.0
1808527,1379,20.0
1808528,1379,20.0
1808589,2041,3.0
1808600,2041,3.0
1808614,2091,6.0
1808624,2091,5.0
1808642,2053,7.0
1808767,1469,6.0
1808769,1640,8.0
1809192,2074,11.0
1809198,2074,11.0
1809204,2074,9.0
1809205,2074,10.0
1809206,2074,11.0
1809208,2074,11.0
1809267,2074,19.0
1809275,2074,9.0
1809380,1901,2.0
1809459,2075,9.0
1809621,2050,3.0
1809622,2050,8.0
1809627,2050,2.0
1809628,2050,2.0
1809629,2050,4.0
1809630,2050,4.0
1809931,2067,6.0
1811031,2062,8.0
1811423,1607,4.0
1812765,1465,16.0
1812768,1465,16.0
1813513,1465,11.0
1813531,1465,11.0
1813652,1758,3.0
1814382,1435,7.0
1816382,2017,8.0
1816648,2017,14.0
1816649,2017,4.0
1816650,2017,2.0
1816651,2017,2.0
1817878,1379,24.0
1817957,2097,3.0
1817963,2099,22.0
1817969,2097,5.0
1817991,2099,30.0
1818003,2099,5.0
1819117,2041,6.0
1820290,1890,11.0
1820312,1650,62.0
1820314,1648,86.0
1820996,1924,16.0
1821023,2039,4.0
1821178,2039,4.0
1821258,2058,3.0
1821259,2058,6.0
1821379,1502,0.0
1822025,1898,3.0
1822298,1917,9.0
1822304,1917,9.0
1822804,2091,10.0
1823102,1883,6.0
1823103,1883,6.0
1823128,2070,10.0
1823130,2070,8.0
1823496,1917,5.0
1823669,1624,3.0
1823956,2022,10.0
1823958,2022,11.0
1824399,1880,0.0
1824401,1879,0.0
1824428,1910,9.0
1824534,1653,68.0
1824712,1671,2.0
1824748,1906,14.0
1824749,1906,2.0
1824768,1502,9.0
1825625,1901,3.0
1825630,1888,2.0
1826099,1839,3.0
1826457,1928,4.0
1826458,1929,3.0
1826459,1929,3.0
1826461,1929,3.0
1826465,1929,3.0
1827000,1901,2.0
1827115,2075,8.0
1827597,1879,1.0
1827735,1860,8.0
1827747,2061,1.0
1827819,1860,6.0
1828282,1868,11.0
1828575,1874,6.0
1828577,1246,2.0
1828635,1671,4.0
1828692,1633,2.0
1828694,1618,2.0
1828720,2089,4.0
1828944,1836,5.0
1828946,1836,5.0
1829033,1828,2.0
1829224,1469,20.0
1829718,1933,1.0
1830113,1837,2.0
1830286,1896,2.0
1830823,1610,2.0
1830824,1610,1.0
1831263,1610,3.0
1831765,1882,3.0
1831766,1882,4.0
1831770,1934,1.0
1832127,1379,22.0
1832175,2058,8.0
1832294,2075,11.0
1832298,2075,8.0
1832307,1435,19.0
1832323,1435,11.0
1832391,1610,2.0
1832526,1879,1.0
1832651,1857,5.0
1833527,2075,9.0
1833602,1469,13.0
1834207,1362,17.0
1834220,2099,22.0
1834221,2099,21.0
1834226,2097,4.0
1834227,2097,4.0
1834245,1811,22.0
1834554,2080,1.0
1835002,2099,17.0
1835056,1817,15.0
1835181,1588,11.0
1835232,1379,19.0
1835236,1379,35.0
1835237,1379,30.0
1835502,2080,7.0
1835844,1611,1.0
1836534,2059,5.0
1837594,1650,38.0
1837826,2053,5.0
1837829,2053,5.0
1837836,2053,5.0
1837839,2053,2.0
1837871,2053,1.0
1838091,2075,6.0
1838092,2075,4.0
1838093,2075,11.0
1838101,1828,3.0
1838285,1379,15.0
1838610,1894,2.0
1838657,1724,2.0
1838727,1875,4.0
1838728,1875,5.0
1838729,1875,6.0
1838734,1875,4.0
1838736,1875,5.0
1838737,1875,6.0
1838738,1875,4.0
1838740,1875,5.0
1838748,1875,6.0
1838765,1379,8.0
1838839,1312,22.0
1839158,2072,38.0
1839160,1905,3.0
1839195,1904,4.0
1839271,1888,2.0
1839320,1379,18.0
1839361,1889,9.0
1839362,1890,6.0
1839381,1312,14.0
1839775,2091,8.0
1839889,1929,4.0
1840062,1881,4.0
1840063,1881,4.0
1840064,1881,4.0
1840132,1379,35.0
1840170,1871,1.0
1840414,1833,3.0
1840656,2058,10.0
1840696,2088,4.0
1840797,2058,5.0
1840800,2058,5.0
1840986,1841,2.0
1841155,1833,3.0
1841172,1833,3.0
1841313,1840,3.0
1841477,1832,2.0
1841526,2075,11.0
1841574,2072,5.0
1841654,1875,4.0
1841655,1875,4.0
1841657,1875,5.0
1841658,1875,6.0
1841659,1875,4.0
1841661,1875,5.0
1841662,1875,6.0
1841776,1875,5.0
1842064,1895,6.0
1842294,2049,5.0
1842504,1471,9.0
1842509,1471,9.0
1842510,1471,8.0
1842511,1471,8.0
1843017,2049,5.0
1843029,2039,2.0
1843065,2053,6.0
1843274,1626,3.0
1843326,2058,1.0
1843332,2058,4.0
1843502,2091,5.0
1843510,2091,4.0
1843753,1832,2.0
1843886,1379,38.0
1845392,1951,22.0
1845396,1951,16.0
1845607,2075,10.0
1846072,1883,6.0
1846414,1377,58.0
1846490,1887,4.0
1846955,1908,18.0
1847123,2055,6.0
1847125,2055,5.0
1847161,2091,5.0
1847170,2090,9.0
1847304,2011,6.0
1847305,2011,8.0
1847306,2011,11.0
1847308,2011,1.0
1847309,2011,2.0
1847311,2011,2.0
1847314,2011,1.0
1847315,2011,9.0
1847316,2011,10.0
1847319,2022,9.0
1848039,1899,4.0
1848042,1897,5.0
1848225,2047,2.0
1848827,1934,5.0
1848833,1934,10.0
1848836,1934,10.0
1848838,1830,14.0
1848876,2049,1.0
1849037,1934,3.0
1849675,1858,6.0
1849702,2077,5.0
1849703,2077,5.0
1849705,2077,5.0
1849706,2077,5.0
1849708,2077,5.0
1849715,2077,5.0
1849799,1471,11.0
1849802,1471,11.0
1850103,1831,2.0
1850613,1888,2.0
1850622,1379,10.0
1850823,1836,5.0
1850847,2007,19.0
1850902,1625,1.0
1851303,1817,15.0
1851482,1910,4.0
1851483,1910,9.0
1851740,1377,45.0
1851871,1670,18.0
1852195,1624,2.0
1852353,1323,8.0
1852417,2062,3.0
1852691,2046,6.0
1852695,2046,17.0
1852698,1839,3.0
1853542,2091,3.0
1853546,2058,7.0
1853547,2058,4.0
1853575,2059,4.0
1853587,2031,8.0
1854819,2038,4.0
1855040,2038,3.0
1855404,2038,3.0
1855503,2040,3.0
1855511,2040,3.0
1855535,2040,3.0
1855553,2040,5.0
1855576,2040,7.0
1855614,1377,60.0
1855717,2049,2.0
1855725,2049,4.0
1856033,2074,1.0
1856042,2074,12.0
1856047,2074,11.0
1856059,2074,10.0
1856164,1836,4.0
1856906,1682,2.0
1857085,1471,2.0
1857135,1471,2.0
1857249,1951,22.0
1857250,2058,6.0
1857257,1949,16.0
1857262,1973,27.0
1857318,2058,4.0
1857319,2058,4.0
1857322,2058,2.0
1857870,1366,49.0
1858345,2057,1.0
1858384,1362,16.0
1858836,2039,8.0
1858943,2038,3.0
1859994,1210,147.0
1859998,2059,3.0
1860472,1277,22.0
1861273,2077,11.0
1861278,2077,5.0
1861440,1929,3.0
1862002,1610,2.0
1862056,1873,3.0
1862087,2049,2.0
1862277,2058,9.0
1862837,1277,38.0
1862840,1277,43.0
1862841,1277,24.0
1862886,1901,2.0
1863020,1879,0.0
1863022,1879,0.0
1863149,1912,7.0
1863179,1912,3.0
1863237,1912,4.0
1863247,1653,54.0
1863369,2049,2.0
1863379,1379,24.0
1863568,1624,1.0
1863569,1634,3.0
1863582,2049,1.0
1863586,2049,2.0
1863608,1277,32.0
1863676,1618,2.0
1863689,1633,2.0
1863750,2055,5.0
1863787,2055,7.0
1863798,2055,4.0
1863802,2055,3.0
1863805,2055,4.0
1863806,2055,4.0
1863807,2055,4.0
1863818,2055,7.0
1863866,2055,5.0
1863948,1900,2.0
1863977,1610,3.0
1864245,2049,0.0
1864401,2055,5.0
1864670,1379,11.0
1864671,1379,31.0
1864672,1379,15.0
1864888,1888,1.0
1864889,1824,6.0
1864913,2059,3.0
1864935,2058,8.0
1864938,2058,3.0
1865083,2059,3.0
1865555,1379,11.0
1865563,1933,2.0
1865856,1525,54.0
1866203,1331,8.0
1866616,1323,14.0
1866620,1525,26.0
1866622,1525,86.0
1866738,1379,14.0
1866739,1379,14.0
1866741,1379,24.0
1866742,1379,14.0
1866743,1379,13.0
1866744,1379,14.0
1866745,1379,14.0
1866858,1827,4.0
1866960,1311,16.0
1867676,1379,39.0
1867712,2076,12.0
1867914,1938,3.0
1867917,1938,2.0
1867919,1940,2.0
1867996,1890,6.0
1868010,1938,2.0
1868372,1379,20.0
1868739,2068,6.0
1868741,2068,6.0
1868744,2068,6.0
1868746,2068,6.0
1868865,1889,31.0
1869002,1377,37.0
1869003,1377,51.0
1869008,1377,37.0
1869009,1377,37.0
1869340,1358,3.0
1869375,2068,7.0
1869390,2068,5.0
1869391,2068,10.0
1869393,2068,5.0
1869396,2068,6.0
1869397,2068,9.0
1869398,2068,5.0
1869439,1358,5.0
1869440,2053,0.0
1869441,2053,3.0
1869445,2053,0.0
1869447,2053,0.0
1869448,2053,0.0
1869449,2068,5.0
1869454,2068,5.0
1869458,2068,6.0
1869461,2068,5.0
1869465,2053,0.0
1869491,2053,2.0
1869504,2053,2.0
1869572,2053,2.0
1869582,2053,2.0
1869587,2053,0.0
1869602,2053,2.0
1869657,2053,1.0
1869677,2053,2.0
1869692,2053,0.0
1869693,2053,2.0
1869696,2053,0.0
1869699,2053,0.0
1869702,2053,2.0
1869854,2053,2.0
1869863,2053,0.0
1870489,2058,2.0
1870893,1300,42.0
1871716,2076,21.0
1871742,2076,16.0
1872290,1841,0.0
1872786,1934,3.0
1873711,1379,24.0
1873775,1928,3.0
1873785,1860,10.0
1874594,1906,5.0
1874884,2047,3.0
1874900,2047,3.0
1875113,2047,5.0
1877729,1899,2.0
1878212,2053,5.0
1878223,2053,5.0
1878291,1916,11.0
1879015,2053,3.0
1879016,2053,5.0
1879037,2091,15.0
1879168,2099,9.0
1879183,1901,4.0
1879184,1901,4.0
1879235,2058,9.0
1879362,2099,22.0
1879382,1610,2.0
1879390,1610,2.0
1879391,1610,1.0
1879402,1610,1.0
1879408,1610,0.0
1879411,1607,6.0
1879412,1607,6.0
1879418,1607,6.0
1879419,1607,5.0
1879421,1607,6.0
1879423,1607,5.0
1879426,1607,6.0
1879431,1607,6.0
1879432,1607,7.0
1879622,1607,6.0
1880222,1559,0.0
1880712,1559,0.0
1880719,1559,0.0
1880721,1559,0.0
1882662,1880,2.0
1883480,1359,10.0
1884947,1321,46.0
1886416,1475,22.0
1887113,1588,10.0
1887209,1833,4.0
1887521,1832,0.0
1887651,1379,35.0
1887661,2033,9.0
1887664,2030,4.0
1889666,1692,1.0
1890852,1682,2.0
1891133,1391,38.0
1892112,1917,3.0
1892114,1917,2.0
1892119,1917,2.0
1892121,1917,3.0
1892419,1640,8.0
1892420,1640,8.0
1892423,1640,8.0
1892789,1875,8.0
1892790,1875,8.0
1892791,1875,8.0
1892792,1875,8.0
1892794,1875,8.0
1892892,2038,2.0
1892894,2038,2.0
1892895,2038,2.0
1892896,2038,2.0
1892960,2052,0.0
1893022,1317,151.0
1893226,1654,21.0
1893227,1654,11.0
1893232,1654,24.0
1893261,1668,4.0
1893262,1668,7.0
1893264,1670,11.0
1893265,1668,11.0
1893269,1673,10.0
1893271,1668,31.0
1893273,1668,29.0
1893274,1673,17.0
1893279,2070,11.0
1893281,2070,11.0
1893337,1906,4.0
1893360,1906,3.0
1893361,1906,7.0
1893362,1906,4.0
1893370,1906,2.0
1893577,1783,2.0
1894085,1631,7.0
1894167,1887,22.0
1894340,2073,2.0
1894364,2073,5.0
1894946,1609,2.0
1894947,1609,2.0
1894948,1609,2.0
1895367,1717,2.0
1895637,1322,12.0
1897126,1625,5.0
1898177,2043,42.0
1899469,1858,4.0
1900062,1882,3.0
1900064,1882,2.0
1900067,1838,1.0
1900161,1376,27.0
1900180,1362,19.0
1900400,1620,4.0
1900584,1620,11.0
1900608,1828,4.0
1900687,1839,2.0
1901373,1857,4.0
1901435,1838,3.0
1901675,1838,4.0
1901679,1838,4.0
1901681,1828,5.0
1901682,1828,5.0
1902049,1828,5.0
1902111,1470,3.0
1902145,1625,2.0
1902248,1470,6.0
1902266,2038,5.0
1902270,2038,4.0
1902281,2038,8.0
1902284,2038,2.0
1902291,2038,4.0
1902306,2038,3.0
1902307,2038,3.0
1902308,2038,4.0
1902314,2038,5.0
1902320,2038,3.0
1902339,2038,4.0
1902400,2038,59.0
1902402,2038,4.0
1902408,2038,4.0
1902425,2038,5.0
1902426,2038,4.0
1902465,2058,5.0
1902584,2031,8.0
1902598,1831,2.0
1902908,1377,40.0
1903054,1609,2.0
1903055,1609,2.0
1903070,1609,2.0
1903235,1840,3.0
1903390,1362,17.0
1903396,1909,9.0
1903608,1879,1.0
1903619,1633,2.0
1903808,1719,4.0
1903825,1719,43.0
1903909,1371,60.0
1903911,1377,45.0
1904117,1901,2.0
1904486,2033,9.0
1904525,2033,9.0
1904538,2033,9.0
